"Identyfikator Produktu Leczniczego";"Nazwa Produktu Leczniczego";"Nazwa powszechnie stosowana";"Rodzaj preparatu";"Zakaz stosowania u zwierząt";"Nazwa poprzednia produktu";"Droga podania - Gatunek - Tkanka - Okres karencji";"Moc";"Postać farmaceutyczna";"Typ procedury";"Numer pozwolenia";"Ważność pozwolenia";"Kod ATC";"Podmiot odpowiedzialny";"Opakowanie";"Substancja czynna";"Nazwa wytwórcy";"Kraj wytwórcy";"Nazwa importera";"Kraj importera";"Nazwa wytwórcy/importera";"Kraj wytwórcy/importera";"Podmiot odpowiedzialny w kraju eksportu";"Kraj eksportu";"Podstawa prawna wniosku";"Ulotka";"Charakterystyka";"Etykieto-ulotka";"Ulotka importu równoległego";"Etykieto-ulotka importu równoległego";"Oznakowanie opakowań importu równoległego";"Narzędzia edukacyjne dla osoby wykonującej zawód medyczny";"Narzędzia edukacyjne dla pacjenta"
"100001210";"Clodivac";"Vaccinum diphtheriae et tetani, antigenio minutum, adsorbatum Szczepionka przeciw błonicy i tężcowi, adsorbowana, o zmniejszonej zawartości antygenu";"Ludzki";"";"";"podskórna";"nie mniej niż 40 j.m. toksoidu tężcowego i nie mniej niż 5 j.m. toksoidu błoniczego/0,5 ml; 1 dawka (0,5 ml)";"Zawiesina do wstrzykiwań";"NAR";"00038";"Bezterminowe";"J07AM51";"Instytut Biotechnologii Surowic i Szczepionek BIOMED S.A.";"05909990003815 ¦ Rp ¦ 9787
15 amp. 0,5 ml
05909990003822 ¦ Rp ¦ 20806
1 amp. 0,5 ml";"Toksoid błoniczy ad 10 ml + Toksoid tężcowy nie mniej niż 40 j.m.";"Instytut Biotechnologii Surowic i Szczepionek BIOMED S.A.";"Polska";"";"";"Instytut Biotechnologii Surowic i Szczepionek BIOMED S.A.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/121/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/121/characteristic";"";"";"";"";"";""
"100001350";"Singulair 5";"Montelukastum";"Ludzki";"";"";"doustna";"5 mg";"Tabletki do rozgryzania i żucia";"MRP";"07956";"Bezterminowe";"R03DC03";"Organon Polska Sp. z o.o.";"05909990795611 ¦ Rp ¦ 247
14 tabl.
05909990795628 ¦ Rp ¦ 248
28 tabl.
05909990650217 ¦ Rp ¦ 44050
30 tabl.";"Montelukastum 5 mg";"Merck Sharp & Dohme B.V.
Organon Heist bv";"Holandia
Belgia";"Merck Sharp & Dohme B.V.
Organon Heist bv";"Holandia
Belgia";"Merck Sharp & Dohme B.V.
Merck Sharp & Dohme B.V.
Organon Heist bv";"Holandia
Holandia
Belgia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/135/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/135/characteristic";"";"";"";"";"";""
"100001433";"Exelon";"Rivastigminum";"Ludzki";"";"";"doustna";"3 mg";"Kapsułki twarde";"CEN";"";"";"N06DA03";"Novartis Europharm Limited";"05909990781218 ¦ Rpz ¦ EU/1/98/066/004 ¦ 134
28 kaps.
05909990781225 ¦ Rpz ¦ EU/1/98/066/005 ¦ 269
56 kaps.
05909990781232 ¦ Rpz ¦ EU/1/98/066/006 ¦ 270
112 kaps.
05909990000944 ¦ Rpz ¦ Skasowane ¦ EU/1/98/066/015 ¦ 23773
250 kaps.";"Rivastigminum 3 mg";"Novartis Farmaceutica S.A.
Novartis Pharma GmbH";"Hiszpania
Niemcy";"";"";"Novartis Farmaceutica S.A.
Novartis Pharma GmbH";"Hiszpania
Niemcy";"";"";"";"";"";"";"";"";"";"";""
"100001485";"FANHDI";"Zespół ludzkiego czynnika krzepnięcia VIII i ludzkiego czynnika von Willebranda";"Ludzki";"";"";"dożylna";"50 j.m./ml; 500 j.m. + 60 j.m./ml; 600 j.m.";"Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań i infuzji";"NAR";"07836";"Bezterminowe";"B02BD06";"Instituto Grifols S.A.";"05909990783618 ¦ Rp ¦ 46091
1 fiol.  proszku ¦ 1 amp.-strzyk. 10 ml + zestaw do sporządzania i podania";"Ludzki VIII czynnik krzepnięcia krwi 500 j.m. + Ludzki czynnik von Willebranda 600 j.m.";"Instituto Grifols S.A.";"Hiszpania";"";"";"Instituto Grifols S.A.";"Hiszpania";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/148/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/148/characteristic";"";"";"";"";"";""
"100001491";"Arthrotec";"Diclofenacum natricum + Misoprostolum";"Ludzki";"";"";"doustna";"50 mg + 0,2 mg";"Tabletki";"NAR";"07964";"Bezterminowe";"M01AB55";"Pfizer Europe MA EEIG";"05909990796410 ¦ Rp ¦ 276
10 tabl.
05909990796427 ¦ Rp ¦ 277
20 tabl.
05909990796434 ¦ Rp ¦ 278
30 tabl.
05909990796441 ¦ Rp ¦ 279
60 tabl.";"Diclofenacum natricum 50 mg + Misoprostolum 0.2 mg";"";"";"";"";"Piramal Pharma Solutions (Dutch) B.V.";"Holandia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/149/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/149/characteristic";"";"";"";"";"";""
"100001539";"Bisocard";"Bisoprololum";"Ludzki";"";"";"doustna";"10 mg";"Tabletki powlekane";"NAR";"08044";"Bezterminowe";"C07AB07";"PharmaSwiss Česká republika s.r.o.";"05909990804412 ¦ Rp ¦ 284
30 tabl.
05909990804429 ¦ Rp ¦ 285
60 tabl.
05909991273286 ¦ Rp ¦ 115408
120 tabl.";"Bisoprololi fumaras 10 mg";"";"";"";"";"ICN Polfa Rzeszów S.A.";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/153/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/153/characteristic";"";"";"";"";"";""
"100001580";"Coffepirine Tabletki od bólu głowy";"Acidum acetylsalicylicum + Coffeinum";"Ludzki";"";"";"doustna";"450 mg + 50 mg";"Tabletki";"NAR";"07915";"Bezterminowe";"N02BA51";"Sopharma Warszawa Sp. z o.o.";"05909990211302 ¦ OTC ¦ 290
6 tabl.
05909990211326 ¦ OTC ¦ 25855
8 tabl.
05909990945054 ¦ OTC ¦ 73551
12 tabl.
05907509848018 ¦ OTC ¦ 87257
18 tabl.
05907509848025 ¦ OTC ¦ 87258
20 tabl.
05909991534974 ¦ OTC ¦ 153744
50 tabl.";"Acidum acetylsalicylicum 450 mg + Coffeinum 50 mg";"Medicofarma S.A.";"Polska";"";"";"Medicofarma S.A.";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/158/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/158/characteristic";"";"";"";"";"";""
"100001628";"Detimedac 100 mg";"Dacarbazinum";"Ludzki";"";"";"dożylna";"100 mg";"Proszek do sporządzania roztworu do wstrzykiwań lub infuzji";"NAR";"20781";"Bezterminowe";"L01AX04";"medac Gesellschaft fuer klinische Spezialpraeparate mbH";"05909991029500 ¦ Rp ¦ 21987
10 fiol. 100 mg";"Dacarbazinum 100 mg";"medac Gesellschaft fuer klinische Spezialpraeparate mbH";"Niemcy";"";"";"medac Gesellschaft fuer klinische Spezialpraeparate mbH";"Niemcy";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/162/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/162/characteristic";"";"";"";"";"";""
"100001700";"Oxycort A";"Oxytetracyclinum + Hydrocortisoni acetas";"Ludzki";"";"";"do oka";"(10 mg + 10 mg)/g";"Maść do oczu";"NAR";"07908";"Bezterminowe";"S01CA03";"Bausch Health Ireland Ltd.";"05909990790814 ¦ Rp ¦ 301
1 op. 3 g";"Oxytetracyclini hydrochloridum 10 mg + Hydrocortisoni acetas 10 mg";"Przedsiębiorstwo Farmaceutyczne Jelfa S.A.";"Polska";"";"";"Przedsiębiorstwo Farmaceutyczne Jelfa S.A.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/170/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/170/characteristic";"";"";"";"";"";""
"100001730";"Nicergolin";"Nicergolinum";"Ludzki";"";"";"doustna";"10 mg";"Tabletki";"NAR";"07858";"Bezterminowe";"C04AE02";"Farmaceutyczna Spółdzielnia Pracy FILOFARM";"05909990785810 ¦ Rp ¦ 302
30 tabl.";"Nicergolinum 10 mg";"Farmaceutyczna Spółdzielnia Pracy FILOFARM";"Polska";"";"";"Farmaceutyczna Spółdzielnia Pracy FILOFARM";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/173/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/173/characteristic";"";"";"";"";"";""
"100001864";"Bisocard";"Bisoprololum";"Ludzki";"";"";"doustna";"5 mg";"Tabletki powlekane";"NAR";"08045";"Bezterminowe";"C07AB07";"PharmaSwiss Česká republika s.r.o.";"05909990804511 ¦ Rp ¦ 325
30 tabl.
05909990804528 ¦ Rp ¦ 326
60 tabl.
05909991273279 ¦ Rp ¦ 115407
120 tabl.";"Bisoprololi fumaras 5 mg";"";"";"";"";"ICN Polfa Rzeszów S.A.";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/186/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/186/characteristic";"";"";"";"";"";""
"100001893";"NovoSeven";"Eptacogum alfa (activatum). Czynnik VII krzepnięcia krwi, rekombinowany, aktywowany";"Ludzki";"";"";"dożylna";"1 mg (50 000 j.m.)";"Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań";"CEN";"";"";"B02BD08";"Novo Nordisk A/S";"05909990646753 ¦ Rpz ¦ Skasowane ¦ EU/1/96/006/004 ¦ 317
1 fiol.  proszku + 1 fiol. rozp.
05909991029968 ¦ Rpz ¦ EU/1/96/006/008 ¦ 60466
1 fiol. 1 mg proszku + 1 amp.-strzyk. rozp. + 1 łącznik
¦ UR/Z/4c/018/25 - 05712249122874 ¦ UR/Z/4c/127/25 - 05712249122874 ¦ UR/Z/4c/187/25 - 05712249122874 ¦ UR/Z/4c/214/25 - 05712249122874";"Factor VII coagulationis humanus 1 mg (50Kj.m.)";"Novo Nordisk A/S";"Dania";"";"";"Novo Nordisk A/S";"Dania";"";"";"";"";"";"";"";"";"";"";""
"100001901";"Zyrtec";"Cetirizini dihydrochloridum";"Ludzki";"";"";"doustna";"1 mg/ml";"Roztwór doustny";"MRP";"07815";"Bezterminowe";"R06AE07";"VEDIM Sp. z o.o.";"05909990781515 ¦ Rp ¦ 331
1 butelka 75 ml
05909990781539 ¦ Rp ¦ 332
1 butelka 200 ml
05909990781522 ¦ Rp ¦ Skasowane ¦ 46152
1 butelka 125 ml";"Cetirizini dihydrochloridum 5 mg";"Aesica Pharmaceuticals S.r.l.
UCB Pharma S.A.";"Włochy
Belgia";"PHOENIX Pharma Polska Sp. z o.o.
UCB Nordic A/S
UCB Pharma AS
UCB Pharma B.V.
UCB Pharma S.A.";"Polska
Dania
Norwegia
Norwegia
Belgia";"Aesica Pharmaceuticals S.r.l.
PHOENIX Pharma Polska Sp. z o.o.
UCB Nordic A/S
UCB Pharma AS
UCB Pharma B.V.
UCB Pharma S.A.";"Włochy
Polska
Dania
Norwegia
Norwegia
Belgia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/190/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/190/characteristic";"";"";"";"";"";""
"100002042";"Bromocorn";"Bromocriptinum";"Ludzki";"";"";"doustna";"2,5 mg";"Tabletki";"NAR";"02119";"Bezterminowe";"G02CB01";"Farmaceutyczna Spółdzielnia Pracy FILOFARM";"05909990211913 ¦ Rp ¦ 2120
30 tabl.";"Bromocriptini mesylas 2.87 mg";"Farmaceutyczna Spółdzielnia Pracy FILOFARM";"Polska";"";"";"Farmaceutyczna Spółdzielnia Pracy FILOFARM";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/204/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/204/characteristic";"";"";"";"";"";""
"100002059";"ABE";"Acidum lacticum + Acidum salicylicum";"Ludzki";"";"";"na skórę";"(89 mg + 89 mg)/g";"Płyn na skórę";"NAR";"00409";"Bezterminowe";"";"Grupa Inco S.A.";"05909990040919 ¦ OTC ¦ 354
1 op. 8 g
05909990625796 ¦ OTC ¦ Skasowane ¦ 47363
30 op. 8 g";"Acidum lacticum 89 mg/g + Acidum salicylicum 89 mg/g";"INCO-VERITAS S.A. Oddział w Górze Kalwarii
Wydział Produkcji Leków";"Polska
Polska";"";"";"INCO-VERITAS S.A. Oddział w Górze Kalwarii
Wydział Produkcji Leków";"Polska
Polska";"";"";"art. 16 ust. 3";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/205/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/205/characteristic";"";"";"";"";"";""
"100002131";"Detimedac 200 mg";"Dacarbazinum";"Ludzki";"";"";"dożylna";"200 mg";"Proszek do sporządzania roztworu do wstrzykiwań lub infuzji";"NAR";"20782";"Bezterminowe";"L01AX04";"medac Gesellschaft fuer klinische Spezialpraeparate mbH";"05909991029609 ¦ Rp ¦ 22520
10 fiol. 200 mg";"Dacarbazinum 200 mg";"medac Gesellschaft fuer klinische Spezialpraeparate mbH";"Niemcy";"";"";"medac Gesellschaft fuer klinische Spezialpraeparate mbH";"Niemcy";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/213/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/213/characteristic";"";"";"";"";"";""
"100002148";"Acard";"Acidum acetylsalicylicum";"Ludzki";"";"";"doustna";"75 mg";"Tabletki dojelitowe";"NAR";"06725";"Bezterminowe";"B01AC06";"Zakłady Farmaceutyczne POLPHARMA S.A.";"05909990672516 ¦ OTC ¦ 360
30 tabl.
05909990672523 ¦ OTC ¦ 362
60 tabl.
05900257101237 ¦ OTC ¦ 122786
90 tabl.
05900257101244 ¦ OTC ¦ 122787
120 tabl.";"Acidum acetylsalicylicum 75 mg";"";"";"";"";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Nowej Dębie ";"Polska
Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/214/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/214/characteristic";"";"";"";"";"";""
"100002160";"ACC mini";"Acetylcysteinum";"Ludzki";"";"";"doustna";"100 mg";"Tabletki musujące";"NAR";"03312";"Bezterminowe";"R05CB01";"Sandoz GmbH";"05909990331215 ¦ OTC ¦ 370
20 tabl.
Rp ¦ Skasowane ¦ 371
25 tabl.
Rp ¦ Skasowane ¦ 372
50 tabl.
Rp ¦ Skasowane ¦ 373
100 tabl.";"Acetylcysteinum 100 mg";"Hermes Pharma Ges.m.b.H.
Hermes Pharma GmbH
Salutas Pharma GmbH";"Austria
Niemcy
Niemcy";"";"";"Hermes Pharma Ges.m.b.H.
Hermes Pharma GmbH
Salutas Pharma GmbH";"Austria
Niemcy
Niemcy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/216/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/216/characteristic";"";"";"";"";"";""
"100002208";"ACC optima";"Acetylcysteinum";"Ludzki";"";"";"doustna";"600 mg";"Tabletki musujące";"NAR";"06910";"Bezterminowe";"R05CB01";"Sandoz GmbH";"05909990691012 ¦ OTC ¦ 387
10 tabl.
05909990691029 ¦ Rp ¦ Skasowane ¦ 388
20 tabl.
Rp ¦ Skasowane ¦ 389
50 tabl.
05909991578244 ¦ OTC ¦ 162547
10 tabl.";"Acetylcysteinum 600 mg";"Hermes Pharma GmbH
Salutas Pharma GmbH";"Niemcy
Niemcy";"";"";"Hermes Pharma GmbH
Salutas Pharma GmbH";"Niemcy
Niemcy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/220/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/220/characteristic";"";"";"";"";"";""
"100002220";"Acecor";"Acebutololum";"Ludzki";"";"";"doustna";"400 mg";"Tabletki powlekane";"NAR";"06665";"Bezterminowe";"C07AB04";"SPA Societa Prodotti Antibiotici S.p.A.";"05909990666515 ¦ Rp ¦ 391
30 tabl.";"Acebutololi hydrochloridum 444 mg";"Doppel Farmaceutici S.r.l.";"Włochy";"";"";"Doppel Farmaceutici S.r.l.";"Włochy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/222/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/222/characteristic";"";"";"";"";"";""
"100002243";"Acenocumarol WZF";"Acenocoumarolum";"Ludzki";"";"";"doustna";"4 mg";"Tabletki";"NAR";"00557";"Bezterminowe";"B01AA07";"Zakłady Farmaceutyczne POLPHARMA S.A.";"05909990055715 ¦ Rp ¦ 393
60 tabl.";"Acenocoumarolum 4 mg";"";"";"";"";"Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Nowej Dębie ";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/224/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/224/characteristic";"";"";"";"";"";""
"100002289";"Acerin";"Acidum salicylicum + Acidum (S)-lacticum";"Ludzki";"";"";"na skórę";"(195 mg + 98 mg)/g";"Płyn do stosowania na skórę";"NAR";"02442";"Bezterminowe";"D02AF";"Aflofarm Farmacja Polska Sp. z o.o.";"OTC ¦ Skasowane ¦ 398
1 op. 10 g
05909990244218 ¦ OTC ¦ 14322
1 op. 8 g";"Acidum salicylicum 195 mg/g + Acidum (S)-lacticum 98 mg/g";"Aflofarm Farmacja Polska Sp. z o.o.";"Polska";"";"";"Aflofarm Farmacja Polska Sp. z o.o.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/228/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/228/characteristic";"";"";"";"";"";""
"100002295";"Acesan";"Acidum acetylsalicylicum";"Ludzki";"";"";"doustna";"30 mg";"Tabletki";"NAR";"00325";"Bezterminowe";"B01AC06";"Sun-Farm Sp. z o.o.";"05909990032518 ¦ OTC ¦ Skasowane ¦ 399
60 tabl.
05909991190507 ¦ OTC ¦ 104069
63 tabl.";"Acidum acetylsalicylicum 30 mg";"mibe GmbH Arzneimittel";"Niemcy";"";"";"mibe GmbH Arzneimittel";"Niemcy";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/229/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/229/characteristic";"";"";"";"";"";""
"100002310";"Acesan";"Acidum acetylsalicylicum";"Ludzki";"";"";"doustna";"75 mg";"Tabletki";"NAR";"00327";"Bezterminowe";"B01AC06";"Sun-Farm Sp. z o.o.";"05909990032716 ¦ OTC ¦ Skasowane ¦ 401
60 tabl.
05909990032723 ¦ OTC ¦ Skasowane ¦ 47622
200 tabl.
05909991190484 ¦ OTC ¦ 104067
200 tabl.
05909991190491 ¦ OTC ¦ 104068
63 tabl.";"Acidum acetylsalicylicum do 1 ml";"mibe GmbH Arzneimittel";"Niemcy";"";"";"mibe GmbH Arzneimittel";"Niemcy";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/231/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/231/characteristic";"";"";"";"";"";""
"100002409";"Acidum folicum Richter";"Acidum folicum";"Ludzki";"";"";"doustna";"5 mg";"Tabletki";"NAR";"01092";"Bezterminowe";"B03BB01";"Gedeon Richter Polska Sp. z o.o.";"05909990109210 ¦ Rp ¦ 268
30 tabl.
Rp ¦ Skasowane ¦ 415
100 tabl.";"Acidum folicum 5 mg";"Gedeon Richter Polska Sp. z o.o.";"Polska";"";"";"Gedeon Richter Polska Sp. z o.o.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/240/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/240/characteristic";"";"";"";"";"";""
"100002415";"Acidum folicum Richter";"Acidum folicum";"Ludzki";"";"";"doustna";"15 mg";"Tabletki";"NAR";"01093";"Bezterminowe";"B03BB01";"Gedeon Richter Polska Sp. z o.o.";"05909990109319 ¦ Rp ¦ 416
30 tabl.";"Acidum folicum 15 mg";"Grodziskie Zakłady Farmaceutyczne ""Polfa"" Sp. z o.o.";"Polska";"";"";"Grodziskie Zakłady Farmaceutyczne ""Polfa"" Sp. z o.o.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/241/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/241/characteristic";"";"";"";"";"";""
"100002444";"Aclotin";"Ticlopidini hydrochloridum";"Ludzki";"";"";"doustna";"250 mg";"Tabletki powlekane";"NAR";"06671";"Bezterminowe";"B01AC05";"Bausch Health Ireland Ltd.";"05909990667116 ¦ Rp ¦ 419
20 tabl.
05909990334971 ¦ Rp ¦ 27880
60 tabl.";"Ticlopidini hydrochloridum 250 mg";"";"";"";"";"ICN Polfa Rzeszów S.A.";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/244/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/244/characteristic";"";"";"";"";"";""
"100002540";"Acodin 150 Junior";"Dexpanthenolum + Dextromethorphani hydrobromidum";"Ludzki";"";"Acodin 150";"doustna";"(50 mg + 7,5 mg)/5 ml";"Syrop";"NAR";"00316";"Bezterminowe";"R05DA09";"STADA Arzneimittel AG";"05909990031610 ¦ Rp ¦ Skasowane ¦ 433
1 butelka 100 ml
05909990068197 ¦ Rp ¦ 37502
1 butelka 100 ml";"Dexpanthenolum 50 mg/5 ml + Dextromethorphani hydrobromidum 7.5 mg/5 ml";"Unither Liquid Manufacturing";"Francja";"";"";"Unither Liquid Manufacturing";"Francja";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/254/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/254/characteristic";"";"";"";"";"";""
"100002556";"Acodin Duo";"Dexpanthenolum + Dextromethorphani hydrobromidum";"Ludzki";"";"Acodin 300";"doustna";"(50 mg + 15 mg)/5 ml";"Syrop";"NAR";"00317";"Bezterminowe";"R05DA09";"STADA Arzneimittel AG";"05909990031719 ¦ OTC ¦ Skasowane ¦ 434
1 butelka 100 ml
05909990068180 ¦ OTC ¦ 37501
1 butelka 100 ml
05909991297985 ¦ OTC ¦ 118254
1 butelka 60 ml";"Dexpanthenolum 50 mg/5 ml + Dextromethorphani hydrobromidum 15 mg/5 ml";"Unither Liquid Manufacturing";"Francja";"";"";"Unither Liquid Manufacturing";"Francja";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/255/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/255/characteristic";"";"";"";"";"";""
"100002579";"Actilyse 10";"Alteplasum";"Ludzki";"";"";"dożylna";"10 mg";"Proszek i rozpuszczalnik do sporządzania roztworu do infuzji";"NAR";"06884";"Bezterminowe";"B01AD02";"Boehringer Ingelheim International GmbH";"05909990688418 ¦ Lz ¦ 437
1 fiol. 10 mg proszku ¦ 1 fiol. 10 ml rozp.";"Alteplasum 10 mg";"Boehringer Ingelheim France
Boehringer Ingelheim Pharma GmbH & Co. KG";"Francja
Niemcy";"";"";"Boehringer Ingelheim France
Boehringer Ingelheim Pharma GmbH & Co. KG";"Francja
Niemcy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/257/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/257/characteristic";"";"";"";"";"";""
"100002585";"Actilyse 20";"Alteplasum";"Ludzki";"";"";"dożylna";"20 mg";"Proszek i rozpuszczalnik do sporządzania roztworu do infuzji";"NAR";"00314";"Bezterminowe";"B01AD02";"Boehringer Ingelheim International GmbH";"05909990031412 ¦ Lz ¦ 438
1 fiol. 20 mg proszku ¦ 1 fiol. 20 ml rozp.";"Alteplasum 20 mg";"Boehringer Ingelheim France
Boehringer Ingelheim Pharma GmbH & Co. KG";"Francja
Niemcy";"";"";"Boehringer Ingelheim France
Boehringer Ingelheim Pharma GmbH & Co. KG";"Francja
Niemcy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/258/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/258/characteristic";"";"";"";"";"";""
